0 46
59 3959 40
59 4058 40
58 4057 40
57 4056 40
56 4055 40
55 4054 40
54 4053 40
53 4052 40
52 4051 40
51 4050 40
50 4049 40
49 4048 40
48 4047 40
47 4046 40
46 4045 40
45 4044 40
44 4043 40
43 4042 40
42 4041 40
41 4040 40
40 4039 40
39 4038 40
38 4037 40
37 4036 40
36 4035 40
35 4034 40
34 4033 40
33 4032 40
32 4031 40
1708 23
12 5712 56
12 5612 55
12 5512 54
12 5412 53
12 5312 52
12 5212 51
12 5112 50
12 5012 49
12 4912 48
12 4812 47
12 4712 46
12 4612 45
12 4512 44
12 4413 44
13 4414 44
14 4415 44
15 4416 44
16 4417 44
17 4418 44
18 4419 44
19 4420 44
20 4421 44
21 4422 44
1709 24
7 377 38
7 387 39
7 397 40
7 407 41
7 417 42
7 427 43
7 437 44
7 447 45
7 457 46
7 467 47
7 477 48
7 487 49
7 497 50
7 507 51
7 517 52
7 527 53
7 537 54
7 547 55
7 557 56
7 566 56
6 565 56
5 564 56
4 563 56
3 562 56
1710 28
35 2335 22
35 2235 21
35 2135 20
35 2035 19
35 1935 18
35 1835 17
35 1735 16
35 1635 15
35 1535 14
35 1435 13
35 1335 12
35 1235 11
35 1135 10
35 1035 9
35 935 8
35 835 7
35 734 7
34 733 7
33 732 7
32 731 7
31 730 7
30 729 7
29 728 7
28 727 7
27 726 7
26 725 7
25 724 7
24 723 7
1711 13
8 288 27
8 278 26
8 268 25
8 258 24
8 248 23
8 237 23
7 236 23
6 235 23
5 234 23
4 233 23
3 232 23
2 231 23
1 230 23
1712 25
3 84 8
4 85 8
5 85 9
5 95 10
5 105 11
5 115 12
5 125 13
5 135 14
5 145 15
5 155 16
5 165 17
5 175 18
5 185 19
5 195 20
5 205 21
5 215 22
5 225 23
5 235 24
5 245 25
5 255 26
5 265 27
5 275 28
5 285 29
5 295 30
5 305 31
1713 36
38 838 7
38 738 6
38 638 5
38 537 5
37 536 5
36 535 5
35 534 5
34 533 5
33 532 5
32 531 5
31 530 5
30 529 5
29 528 5
28 527 5
27 526 5
26 525 5
25 524 5
24 523 5
23 522 5
22 521 5
21 520 5
20 519 5
19 518 5
18 517 5
17 516 5
16 515 5
15 514 5
14 513 5
13 512 5
12 511 5
11 510 5
10 59 5
9 58 5
8 57 5
7 56 5
6 55 5
1714 10
19 5720 57
20 5721 57
21 5722 57
22 5723 57
23 5724 57
24 5725 57
25 5726 57
26 5727 57
27 5728 57
28 5729 57
1715 38
13 5913 58
13 5813 57
13 5713 56
13 5613 55
13 5513 54
13 5413 53
13 5313 52
13 5213 51
13 5114 51
14 5115 51
15 5116 51
16 5117 51
17 5118 51
18 5119 51
19 5120 51
20 5121 51
21 5122 51
22 5123 51
23 5124 51
24 5125 51
25 5126 51
26 5127 51
27 5128 51
28 5129 51
29 5130 51
30 5131 51
31 5132 51
32 5133 51
33 5134 51
34 5135 51
35 5136 51
36 5137 51
37 5138 51
38 5139 51
39 5140 51
40 5141 51
41 5142 51
42 5143 51
1716 13
29 3529 36
29 3629 37
29 3729 38
29 3829 39
29 3929 40
29 4029 41
29 4129 42
29 4228 42
28 4227 42
27 4226 42
26 4225 42
25 4224 42
24 4223 42
1717 42
58 3158 30
58 3058 29
58 2958 28
58 2858 27
58 2758 26
58 2658 25
58 2558 24
58 2458 23
58 2358 22
58 2258 21
58 2157 21
57 2156 21
56 2155 21
55 2154 21
54 2153 21
53 2152 21
52 2151 21
51 2150 21
50 2149 21
49 2148 21
48 2147 21
47 2146 21
46 2145 21
45 2144 21
44 2143 21
43 2142 21
42 2141 21
41 2140 21
40 2139 21
39 2138 21
38 2137 21
37 2136 21
36 2135 21
35 2134 21
34 2133 21
33 2132 21
32 2131 21
31 2130 21
30 2129 21
29 2128 21
28 2127 21
27 2126 21
1718 25
44 3944 38
44 3844 37
44 3744 36
44 3644 35
44 3544 34
44 3444 33
44 3344 32
44 3244 31
44 3144 30
44 3044 29
44 2944 28
44 2844 27
44 2744 26
44 2644 25
44 2544 24
44 2444 23
44 2344 22
44 2244 21
44 2144 20
44 2044 19
44 1943 19
43 1942 19
42 1941 19
41 1940 19
40 1939 19
1719 8
50 3950 40
50 4050 41
50 4150 42
50 4250 43
50 4350 44
50 4449 44
49 4448 44
48 4447 44
1720 36
27 2127 22
27 2227 23
27 2327 24
27 2427 25
27 2527 26
27 2627 27
27 2727 28
27 2827 29
27 2927 30
27 3027 31
27 3127 32
27 3227 33
27 3327 34
27 3427 35
27 3527 36
27 3627 37
27 3727 38
27 3827 39
27 3927 40
27 4027 41
27 4127 42
27 4227 43
27 4327 44
27 4427 45
27 4527 46
27 4627 47
27 4727 48
27 4827 49
27 4927 50
27 5027 51
27 5127 52
27 5227 53
27 5327 54
27 5427 55
27 5527 56
27 5626 56
1721 19
53 2453 23
53 2353 22
53 2253 21
53 2153 20
53 2053 19
53 1953 18
53 1853 17
53 1753 16
53 1653 15
53 1553 14
53 1452 14
52 1451 14
51 1450 14
50 1449 14
49 1448 14
48 1447 14
47 1446 14
46 1445 14
45 1444 14
1722 26
6 267 26
7 267 27
7 277 28
7 287 29
7 297 30
7 307 31
7 317 32
7 327 33
7 337 34
7 347 35
7 357 36
7 367 37
7 377 38
7 387 39
7 397 40
7 407 41
7 417 42
7 427 43
7 437 44
7 447 45
7 457 46
7 467 47
7 477 48
7 487 49
7 497 50
7 507 51
1723 9
4 214 22
4 224 23
4 234 24
4 244 25
4 254 26
4 263 26
3 262 26
2 261 26
1 260 26
1724 34
45 4045 39
45 3945 38
45 3845 37
45 3745 36
45 3645 35
45 3545 34
45 3445 33
45 3345 32
45 3245 31
45 3144 31
44 3143 31
43 3142 31
42 3141 31
41 3140 31
40 3139 31
39 3138 31
38 3137 31
37 3136 31
36 3135 31
35 3134 31
34 3133 31
33 3132 31
32 3131 31
31 3130 31
30 3129 31
29 3128 31
28 3127 31
27 3126 31
26 3125 31
25 3124 31
24 3123 31
23 3122 31
22 3121 31
21 3120 31
1725 41
7 277 26
7 268 26
8 269 26
9 2610 26
10 2611 26
11 2612 26
12 2613 26
13 2614 26
14 2615 26
15 2616 26
16 2617 26
17 2618 26
18 2619 26
19 2620 26
20 2621 26
21 2622 26
22 2623 26
23 2624 26
24 2625 26
25 2626 26
26 2627 26
27 2628 26
28 2629 26
29 2630 26
30 2631 26
31 2632 26
32 2633 26
33 2634 26
34 2635 26
35 2636 26
36 2637 26
37 2638 26
38 2639 26
39 2640 26
40 2641 26
41 2642 26
42 2643 26
43 2644 26
44 2645 26
45 2646 26
46 2647 26
1726 19
50 1451 14
51 1451 15
51 1551 16
51 1651 17
51 1751 18
51 1851 19
51 1951 20
51 2051 21
51 2151 22
51 2251 23
51 2351 24
51 2451 25
51 2551 26
51 2651 27
51 2751 28
51 2851 29
51 2951 30
51 3051 31
51 3151 32
1727 50
47 347 4
47 447 5
47 547 6
47 647 7
47 747 8
47 847 9
47 947 10
47 1047 11
47 1147 12
47 1247 13
47 1347 14
47 1447 15
47 1547 16
47 1647 17
47 1747 18
47 1847 19
47 1947 20
47 2047 21
47 2147 22
47 2247 23
47 2347 24
47 2447 25
47 2547 26
47 2647 27
47 2746 27
46 2745 27
45 2744 27
44 2743 27
43 2742 27
42 2741 27
41 2740 27
40 2739 27
39 2738 27
38 2737 27
37 2736 27
36 2735 27
35 2734 27
34 2733 27
33 2732 27
32 2731 27
31 2730 27
30 2729 27
29 2728 27
28 2727 27
27 2726 27
26 2725 27
25 2724 27
24 2723 27
23 2722 27
22 2721 27
1728 35
38 5338 52
38 5238 51
38 5138 50
38 5038 49
38 4938 48
38 4838 47
38 4738 46
38 4638 45
38 4538 44
38 4438 43
38 4338 42
38 4238 41
38 4138 40
38 4038 39
38 3938 38
38 3838 37
38 3738 36
38 3638 35
38 3538 34
38 3438 33
38 3338 32
38 3237 32
37 3236 32
36 3235 32
35 3234 32
34 3233 32
33 3232 32
32 3231 32
31 3230 32
30 3229 32
29 3228 32
28 3227 32
27 3226 32
26 3225 32
25 3224 32
1729 21
15 1816 18
16 1817 18
17 1818 18
18 1819 18
19 1820 18
20 1821 18
21 1822 18
22 1823 18
23 1824 18
24 1825 18
25 1826 18
26 1827 18
27 1828 18
28 1829 18
29 1830 18
30 1831 18
31 1831 19
31 1931 20
31 2031 21
31 2131 22
31 2231 23
1730 19
49 2050 20
50 2051 20
51 2052 20
52 2053 20
53 2054 20
54 2054 21
54 2154 22
54 2254 23
54 2354 24
54 2454 25
54 2554 26
54 2654 27
54 2754 28
54 2854 29
54 2954 30
54 3054 31
54 3154 32
54 3254 33
54 3354 34
1731 12
2 122 11
2 112 10
2 102 9
2 92 8
2 82 7
2 72 6
2 62 5
2 52 4
2 42 3
2 32 2
2 23 2
3 24 2
1732 30
28 4229 42
29 4230 42
30 4231 42
31 4232 42
32 4233 42
33 4234 42
34 4235 42
35 4236 42
36 4237 42
37 4238 42
38 4239 42
39 4240 42
40 4241 42
41 4242 42
42 4243 42
43 4244 42
44 4245 42
45 4246 42
46 4247 42
47 4248 42
48 4249 42
49 4250 42
50 4251 42
51 4252 42
52 4253 42
53 4254 42
54 4255 42
55 4256 42
56 4257 42
57 4257 43
1733 23
16 1916 20
16 2016 21
16 2116 22
16 2216 23
16 2316 24
16 2416 25
16 2516 26
16 2616 27
16 2716 28
16 2816 29
16 2916 30
16 3016 31
16 3116 32
16 3216 33
16 3316 34
16 3416 35
16 3516 36
16 3616 37
16 3716 38
16 3816 39
16 3916 40
16 4015 40
15 4014 40
1734 5
8 38 2
8 28 1
8 18 0
8 09 0
9 010 0
1735 31
18 719 7
19 720 7
20 721 7
21 722 7
22 723 7
23 724 7
24 725 7
25 726 7
26 727 7
27 728 7
28 729 7
29 730 7
30 730 8
30 830 9
30 930 10
30 1030 11
30 1130 12
30 1230 13
30 1330 14
30 1430 15
30 1530 16
30 1630 17
30 1730 18
30 1830 19
30 1930 20
30 2030 21
30 2130 22
30 2230 23
30 2330 24
30 2430 25
30 2530 26
1736 20
38 4238 41
38 4138 40
38 4038 39
38 3938 38
38 3838 37
38 3738 36
38 3638 35
38 3538 34
38 3438 33
38 3338 32
38 3238 31
38 3138 30
38 3039 30
39 3040 30
40 3041 30
41 3042 30
42 3043 30
43 3044 30
44 3045 30
45 3046 30
1737 14
43 043 1
43 143 2
43 243 3
43 343 4
43 443 5
43 543 6
43 643 7
43 743 8
43 843 9
43 943 10
43 1043 11
43 1143 12
43 1242 12
42 1241 12
1738 45
52 3052 31
52 3152 32
52 3252 33
52 3352 34
52 3452 35
52 3552 36
52 3652 37
52 3752 38
52 3852 39
52 3952 40
52 4052 41
52 4152 42
52 4252 43
52 4352 44
52 4452 45
52 4552 46
52 4652 47
52 4752 48
52 4852 49
52 4952 50
52 5052 51
52 5152 52
52 5252 53
52 5352 54
52 5452 55
52 5552 56
52 5651 56
51 5650 56
50 5649 56
49 5648 56
48 5647 56
47 5646 56
46 5645 56
45 5644 56
44 5643 56
43 5642 56
42 5641 56
41 5640 56
40 5639 56
39 5638 56
38 5637 56
37 5636 56
36 5635 56
35 5634 56
34 5633 56
1739 29
24 5224 51
24 5124 50
24 5024 49
24 4924 48
24 4824 47
24 4724 46
24 4624 45
24 4524 44
24 4424 43
24 4324 42
24 4224 41
24 4123 41
23 4122 41
22 4121 41
21 4120 41
20 4119 41
19 4118 41
18 4117 41
17 4116 41
16 4115 41
15 4114 41
14 4113 41
13 4112 41
12 4111 41
11 4110 41
10 419 41
9 418 41
8 417 41
7 416 41
1740 13
7 247 25
7 257 26
7 267 27
7 277 28
7 287 29
7 297 30
7 307 31
7 317 32
7 327 33
7 337 34
7 347 35
7 357 36
7 366 36
1741 47
40 4540 44
40 4440 43
40 4340 42
40 4240 41
40 4140 40
40 4040 39
40 3940 38
40 3840 37
40 3740 36
40 3640 35
40 3540 34
40 3440 33
40 3340 32
40 3240 31
40 3140 30
40 3040 29
40 2940 28
40 2840 27
40 2739 27
39 2738 27
38 2737 27
37 2736 27
36 2735 27
35 2734 27
34 2733 27
33 2732 27
32 2731 27
31 2730 27
30 2729 27
29 2728 27
28 2727 27
27 2726 27
26 2725 27
25 2724 27
24 2723 27
23 2722 27
22 2721 27
21 2720 27
20 2719 27
19 2718 27
18 2717 27
17 2716 27
16 2715 27
15 2714 27
14 2713 27
13 2712 27
12 2711 27
1742 48
59 5159 50
59 5059 49
59 4959 48
59 4859 47
59 4759 46
59 4659 45
59 4559 44
59 4459 43
59 4359 42
59 4259 41
59 4159 40
59 4059 39
59 3959 38
59 3859 37
59 3759 36
59 3658 36
58 3657 36
57 3656 36
56 3655 36
55 3654 36
54 3653 36
53 3652 36
52 3651 36
51 3650 36
50 3649 36
49 3648 36
48 3647 36
47 3646 36
46 3645 36
45 3644 36
44 3643 36
43 3642 36
42 3641 36
41 3640 36
40 3639 36
39 3638 36
38 3637 36
37 3636 36
36 3635 36
35 3634 36
34 3633 36
33 3632 36
32 3631 36
31 3630 36
30 3629 36
29 3628 36
28 3627 36
27 3626 36
1743 27
7 97 10
7 107 11
7 117 12
7 127 13
7 137 14
7 147 15
7 157 16
7 167 17
7 177 18
7 187 19
7 197 20
7 207 21
7 217 22
7 227 23
7 237 24
7 247 25
7 257 26
7 267 27
7 277 28
7 287 29
7 297 30
7 307 31
7 317 32
7 326 32
6 325 32
5 324 32
4 323 32
1744 39
46 2146 22
46 2246 23
46 2346 24
46 2446 25
46 2546 26
46 2646 27
46 2746 28
46 2846 29
46 2946 30
46 3046 31
46 3146 32
46 3246 33
46 3346 34
46 3445 34
45 3444 34
44 3443 34
43 3442 34
42 3441 34
41 3440 34
40 3439 34
39 3438 34
38 3437 34
37 3436 34
36 3435 34
35 3434 34
34 3433 34
33 3432 34
32 3431 34
31 3430 34
30 3429 34
29 3428 34
28 3427 34
27 3426 34
26 3425 34
25 3424 34
24 3423 34
23 3422 34
22 3421 34
21 3420 34
1745 26
16 5116 50
16 5016 49
16 4916 48
16 4816 47
16 4716 46
16 4616 45
16 4516 44
16 4416 43
16 4316 42
16 4216 41
16 4116 40
16 4016 39
16 3916 38
16 3816 37
16 3716 36
16 3616 35
16 3516 34
16 3416 33
16 3316 32
16 3216 31
16 3116 30
16 3016 29
16 2916 28
16 2816 27
16 2716 26
16 2615 26
1746 50
55 2355 24
55 2455 25
55 2555 26
55 2655 27
55 2755 28
55 2855 29
55 2955 30
55 3055 31
55 3155 32
55 3255 33
55 3355 34
55 3455 35
55 3554 35
54 3553 35
53 3552 35
52 3551 35
51 3550 35
50 3549 35
49 3548 35
48 3547 35
47 3546 35
46 3545 35
45 3544 35
44 3543 35
43 3542 35
42 3541 35
41 3540 35
40 3539 35
39 3538 35
38 3537 35
37 3536 35
36 3535 35
35 3534 35
34 3533 35
33 3532 35
32 3531 35
31 3530 35
30 3529 35
29 3528 35
28 3527 35
27 3526 35
26 3525 35
25 3524 35
24 3523 35
23 3522 35
22 3521 35
21 3520 35
20 3519 35
19 3518 35
18 3517 35
1747 49
54 954 10
54 1054 11
54 1154 12
54 1254 13
54 1354 14
54 1454 15
54 1554 16
54 1654 17
54 1754 18
54 1854 19
54 1954 20
54 2054 21
54 2154 22
54 2254 23
54 2354 24
54 2454 25
54 2554 26
54 2654 27
54 2754 28
54 2854 29
54 2954 30
54 3054 31
54 3154 32
54 3254 33
54 3354 34
54 3454 35
54 3554 36
54 3654 37
54 3754 38
54 3854 39
54 3954 40
54 4054 41
54 4154 42
54 4254 43
54 4354 44
54 4454 45
54 4554 46
54 4654 47
54 4754 48
54 4854 49
54 4954 50
54 5054 51
54 5154 52
54 5254 53
54 5354 54
54 5453 54
53 5452 54
52 5451 54
51 5450 54
1748 4
55 1956 19
56 1957 19
57 1958 19
58 1959 19
1749 23
45 1645 15
45 1545 14
45 1445 13
45 1345 12
45 1245 11
45 1145 10
45 1045 9
45 945 8
45 845 7
45 744 7
44 743 7
43 742 7
42 741 7
41 740 7
40 739 7
39 738 7
38 737 7
37 736 7
36 735 7
35 734 7
34 733 7
33 732 7
32 731 7
1750 20
20 3220 31
20 3120 30
20 3020 29
20 2920 28
20 2820 27
20 2720 26
20 2620 25
20 2520 24
20 2419 24
19 2418 24
18 2417 24
17 2416 24
16 2415 24
15 2414 24
14 2413 24
13 2412 24
12 2411 24
11 2410 24
10 249 24
9 248 24
1751 44
33 2933 28
33 2833 27
33 2733 26
33 2633 25
33 2533 24
33 2433 23
33 2333 22
33 2233 21
33 2133 20
33 2033 19
33 1933 18
33 1833 17
33 1733 16
33 1633 15
33 1533 14
33 1433 13
33 1333 12
33 1233 11
33 1133 10
33 1033 9
33 933 8
33 833 7
33 733 6
33 633 5
33 533 4
33 433 3
33 333 2
33 234 2
34 235 2
35 236 2
36 237 2
37 238 2
38 239 2
39 240 2
40 241 2
41 242 2
42 243 2
43 244 2
44 245 2
45 246 2
46 247 2
47 248 2
48 249 2
49 250 2
1752 26
48 2548 24
48 2448 23
48 2348 22
48 2248 21
48 2148 20
48 2048 19
48 1948 18
48 1848 17
48 1748 16
48 1647 16
47 1646 16
46 1645 16
45 1644 16
44 1643 16
43 1642 16
42 1641 16
41 1640 16
40 1639 16
39 1638 16
38 1637 16
37 1636 16
36 1635 16
35 1634 16
34 1633 16
33 1632 16
32 1631 16
1753 45
10 4110 40
10 4010 39
10 3910 38
10 3810 37
10 3710 36
10 3610 35
10 3510 34
10 3410 33
10 3310 32
10 3210 31
10 3110 30
10 3010 29
10 2910 28
10 2810 27
10 2710 26
10 2610 25
10 2510 24
10 2410 23
10 2310 22
10 2210 21
10 2110 20
10 2010 19
10 1910 18
10 1810 17
10 1710 16
10 1610 15
10 1510 14
10 1410 13
10 1310 12
10 1210 11
10 1110 10
10 1010 9
10 910 8
10 810 7
10 710 6
10 610 5
10 511 5
11 512 5
12 513 5
13 514 5
14 515 5
15 516 5
16 517 5
17 518 5
18 519 5
1754 38
50 1450 15
50 1550 16
50 1650 17
50 1750 18
50 1850 19
50 1950 20
50 2050 21
50 2150 22
50 2250 23
50 2350 24
50 2450 25
50 2550 26
50 2650 27
50 2750 28
50 2850 29
50 2950 30
50 3050 31
50 3150 32
50 3250 33
50 3350 34
50 3450 35
50 3550 36
50 3650 37
50 3750 38
50 3850 39
50 3950 40
50 4050 41
50 4149 41
49 4148 41
48 4147 41
47 4146 41
46 4145 41
45 4144 41
44 4143 41
43 4142 41
42 4141 41
41 4140 41
40 4139 41
1755 10
49 4948 49
48 4947 49
47 4946 49
46 4945 49
45 4944 49
44 4943 49
43 4942 49
42 4941 49
41 4940 49
40 4939 49
1756 37
48 4548 44
48 4448 43
48 4348 42
48 4248 41
48 4148 40
48 4048 39
48 3948 38
48 3848 37
48 3748 36
48 3648 35
48 3548 34
48 3448 33
48 3348 32
48 3248 31
48 3148 30
48 3048 29
48 2948 28
48 2848 27
48 2748 26
48 2647 26
47 2646 26
46 2645 26
45 2644 26
44 2643 26
43 2642 26
42 2641 26
41 2640 26
40 2639 26
39 2638 26
38 2637 26
37 2636 26
36 2635 26
35 2634 26
34 2633 26
33 2632 26
32 2631 26
31 2630 26
1757 43
20 5320 52
20 5220 51
20 5120 50
20 5020 49
20 4920 48
20 4820 47
20 4720 46
20 4620 45
20 4520 44
20 4420 43
20 4320 42
20 4220 41
20 4120 40
20 4020 39
20 3920 38
20 3820 37
20 3720 36
20 3620 35
20 3520 34
20 3420 33
20 3320 32
20 3220 31
20 3120 30
20 3020 29
20 2920 28
20 2820 27
20 2720 26
20 2620 25
20 2520 24
20 2420 23
20 2320 22
20 2220 21
20 2120 20
20 2019 20
19 2018 20
18 2017 20
17 2016 20
16 2015 20
15 2014 20
14 2013 20
13 2012 20
12 2011 20
11 2010 20
1758 43
36 136 2
36 236 3
36 336 4
36 436 5
36 536 6
36 636 7
36 736 8
36 836 9
36 936 10
36 1036 11
36 1136 12
36 1236 13
36 1336 14
36 1436 15
36 1536 16
36 1636 17
36 1736 18
36 1836 19
36 1936 20
36 2036 21
36 2136 22
36 2236 23
36 2336 24
36 2436 25
36 2536 26
36 2636 27
36 2736 28
36 2836 29
36 2936 30
36 3036 31
36 3136 32
36 3236 33
36 3336 34
36 3436 35
36 3536 36
36 3636 37
36 3736 38
36 3836 39
36 3936 40
36 4036 41
36 4136 42
36 4235 42
35 4234 42
1759 25
56 3856 37
56 3756 36
56 3656 35
56 3556 34
56 3456 33
56 3356 32
56 3256 31
56 3156 30
56 3056 29
56 2956 28
56 2856 27
56 2756 26
56 2655 26
55 2654 26
54 2653 26
53 2652 26
52 2651 26
51 2650 26
50 2649 26
49 2648 26
48 2647 26
47 2646 26
46 2645 26
45 2644 26
44 2643 26
1760 28
40 741 7
41 742 7
42 743 7
43 744 7
44 745 7
45 746 7
46 747 7
47 748 7
48 749 7
49 749 8
49 849 9
49 949 10
49 1049 11
49 1149 12
49 1249 13
49 1349 14
49 1449 15
49 1549 16
49 1649 17
49 1749 18
49 1849 19
49 1949 20
49 2049 21
49 2149 22
49 2249 23
49 2349 24
49 2449 25
49 2549 26
1761 16
7 118 11
8 119 11
9 1110 11
10 1111 11
11 1112 11
12 1113 11
13 1114 11
14 1115 11
15 1116 11
16 1117 11
17 1118 11
18 1119 11
19 1119 12
19 1219 13
19 1319 14
19 1419 15
1762 42
52 1452 13
52 1352 12
52 1252 11
52 1152 10
52 1052 9
52 952 8
52 852 7
52 751 7
51 750 7
50 749 7
49 748 7
48 747 7
47 746 7
46 745 7
45 744 7
44 743 7
43 742 7
42 741 7
41 740 7
40 739 7
39 738 7
38 737 7
37 736 7
36 735 7
35 734 7
34 733 7
33 732 7
32 731 7
31 730 7
30 729 7
29 728 7
28 727 7
27 726 7
26 725 7
25 724 7
24 723 7
23 722 7
22 721 7
21 720 7
20 719 7
19 718 7
18 717 7
1763 47
8 109 10
9 1010 10
10 1011 10
11 1012 10
12 1013 10
13 1014 10
14 1015 10
15 1016 10
16 1017 10
17 1018 10
18 1019 10
19 1020 10
20 1021 10
21 1022 10
22 1023 10
23 1024 10
24 1025 10
25 1026 10
26 1027 10
27 1028 10
28 1028 11
28 1128 12
28 1228 13
28 1328 14
28 1428 15
28 1528 16
28 1628 17
28 1728 18
28 1828 19
28 1928 20
28 2028 21
28 2128 22
28 2228 23
28 2328 24
28 2428 25
28 2528 26
28 2628 27
28 2728 28
28 2828 29
28 2928 30
28 3028 31
28 3128 32
28 3228 33
28 3328 34
28 3428 35
28 3528 36
28 3628 37
1764 31
22 3823 38
23 3824 38
24 3825 38
25 3826 38
26 3827 38
27 3828 38
28 3829 38
29 3830 38
30 3831 38
31 3832 38
32 3833 38
33 3834 38
34 3835 38
35 3836 38
36 3837 38
37 3838 38
38 3839 38
39 3840 38
40 3841 38
41 3842 38
42 3843 38
43 3844 38
44 3845 38
45 3846 38
46 3847 38
47 3848 38
48 3849 38
49 3850 38
50 3850 39
50 3950 40
50 4050 41
1765 26
34 2435 24
35 2436 24
36 2437 24
37 2438 24
38 2439 24
39 2440 24
40 2441 24
41 2442 24
42 2443 24
43 2444 24
44 2445 24
45 2446 24
46 2447 24
47 2448 24
48 2449 24
49 2450 24
50 2451 24
51 2452 24
52 2453 24
53 2454 24
54 2455 24
55 2456 24
56 2457 24
57 2458 24
58 2458 25
58 2558 26
1766 33
4 84 9
4 94 10
4 104 11
4 114 12
4 124 13
4 134 14
4 144 15
4 154 16
4 164 17
4 174 18
4 184 19
4 194 20
4 204 21
4 214 22
4 224 23
4 234 24
4 244 25
4 254 26
4 264 27
4 274 28
4 284 29
4 294 30
4 304 31
4 314 32
4 324 33
4 334 34
4 344 35
4 354 36
4 364 37
4 374 38
4 384 39
4 393 39
3 392 39
1767 31
57 5857 57
57 5757 56
57 5657 55
57 5557 54
57 5457 53
57 5357 52
57 5257 51
57 5157 50
57 5057 49
57 4957 48
57 4857 47
57 4757 46
57 4657 45
57 4557 44
57 4457 43
57 4357 42
57 4257 41
57 4157 40
57 4057 39
57 3957 38
57 3857 37
57 3757 36
57 3657 35
57 3557 34
57 3457 33
57 3356 33
56 3355 33
55 3354 33
54 3353 33
53 3352 33
52 3351 33
1768 30
32 432 3
32 332 2
32 232 1
32 132 0
32 031 0
31 030 0
30 029 0
29 028 0
28 027 0
27 026 0
26 025 0
25 024 0
24 023 0
23 022 0
22 021 0
21 020 0
20 019 0
19 018 0
18 017 0
17 016 0
16 015 0
15 014 0
14 013 0
13 012 0
12 011 0
11 010 0
10 09 0
9 08 0
8 07 0
7 06 0
1769 24
29 4029 39
29 3929 38
29 3829 37
29 3729 36
29 3629 35
29 3528 35
28 3527 35
27 3526 35
26 3525 35
25 3524 35
24 3523 35
23 3522 35
22 3521 35
21 3520 35
20 3519 35
19 3518 35
18 3517 35
17 3516 35
16 3515 35
15 3514 35
14 3513 35
13 3512 35
12 3511 35
11 3510 35
1770 19
8 518 50
8 508 49
8 498 48
8 488 47
8 478 46
8 468 45
8 458 44
8 448 43
8 438 42
8 429 42
9 4210 42
10 4211 42
11 4212 42
12 4213 42
13 4214 42
14 4215 42
15 4216 42
16 4217 42
17 4218 42
1771 41
42 1441 14
41 1440 14
40 1439 14
39 1438 14
38 1437 14
37 1436 14
36 1435 14
35 1434 14
34 1433 14
33 1432 14
32 1431 14
31 1430 14
30 1429 14
29 1428 14
28 1427 14
27 1426 14
26 1425 14
25 1424 14
24 1423 14
23 1422 14
22 1421 14
21 1420 14
20 1419 14
19 1418 14
18 1417 14
17 1416 14
16 1415 14
15 1414 14
14 1413 14
13 1412 14
12 1411 14
11 1410 14
10 149 14
9 148 14
8 147 14
7 146 14
6 145 14
5 144 14
4 143 14
3 142 14
2 141 14
1772 31
54 854 7
54 753 7
53 752 7
52 751 7
51 750 7
50 749 7
49 748 7
48 747 7
47 746 7
46 745 7
45 744 7
44 743 7
43 742 7
42 741 7
41 740 7
40 739 7
39 738 7
38 737 7
37 736 7
36 735 7
35 734 7
34 733 7
33 732 7
32 731 7
31 730 7
30 729 7
29 728 7
28 727 7
27 726 7
26 725 7
25 724 7
1773 30
11 2712 27
12 2713 27
13 2714 27
14 2715 27
15 2716 27
16 2717 27
17 2718 27
18 2719 27
19 2719 28
19 2819 29
19 2919 30
19 3019 31
19 3119 32
19 3219 33
19 3319 34
19 3419 35
19 3519 36
19 3619 37
19 3719 38
19 3819 39
19 3919 40
19 4019 41
19 4119 42
19 4219 43
19 4319 44
19 4419 45
19 4519 46
19 4619 47
19 4719 48
19 4819 49
1774 33
21 1022 10
22 1023 10
23 1024 10
24 1025 10
25 1026 10
26 1027 10
27 1028 10
28 1029 10
29 1030 10
30 1031 10
31 1032 10
32 1032 11
32 1132 12
32 1232 13
32 1332 14
32 1432 15
32 1532 16
32 1632 17
32 1732 18
32 1832 19
32 1932 20
32 2032 21
32 2132 22
32 2232 23
32 2332 24
32 2432 25
32 2532 26
32 2632 27
32 2732 28
32 2832 29
32 2932 30
32 3032 31
32 3132 32
1775 8
24 4524 44
24 4424 43
24 4324 42
24 4224 41
24 4124 40
24 4025 40
25 4026 40
26 4027 40
1776 43
47 4347 44
47 4447 45
47 4547 46
47 4647 47
47 4747 48
47 4846 48
46 4845 48
45 4844 48
44 4843 48
43 4842 48
42 4841 48
41 4840 48
40 4839 48
39 4838 48
38 4837 48
37 4836 48
36 4835 48
35 4834 48
34 4833 48
33 4832 48
32 4831 48
31 4830 48
30 4829 48
29 4828 48
28 4827 48
27 4826 48
26 4825 48
25 4824 48
24 4823 48
23 4822 48
22 4821 48
21 4820 48
20 4819 48
19 4818 48
18 4817 48
17 4816 48
16 4815 48
15 4814 48
14 4813 48
13 4812 48
12 4811 48
11 4810 48
10 489 48
1777 30
43 4343 42
43 4243 41
43 4143 40
43 4043 39
43 3943 38
43 3843 37
43 3743 36
43 3643 35
43 3543 34
43 3442 34
42 3441 34
41 3440 34
40 3439 34
39 3438 34
38 3437 34
